starttime	seconds	ctime	dtime	ttime	wait
Sat May 13 15:50:38 2017	1494715838	0	61	61	61
Sat May 13 15:50:43 2017	1494715843	0	61	61	61
Sat May 13 15:50:41 2017	1494715841	0	61	61	61
Sat May 13 15:50:27 2017	1494715827	0	61	61	61
Sat May 13 15:50:36 2017	1494715836	0	61	61	61
Sat May 13 15:50:24 2017	1494715824	0	61	61	61
Sat May 13 15:50:30 2017	1494715830	0	61	61	61
Sat May 13 15:50:15 2017	1494715815	0	61	61	61
Sat May 13 15:50:22 2017	1494715822	0	61	61	61
Sat May 13 15:50:18 2017	1494715818	0	61	61	61
Sat May 13 15:50:16 2017	1494715816	0	61	61	61
Sat May 13 15:50:38 2017	1494715838	0	61	61	61
Sat May 13 15:50:19 2017	1494715819	0	61	61	61
Sat May 13 15:50:29 2017	1494715829	0	61	61	61
Sat May 13 15:50:25 2017	1494715825	0	61	61	61
Sat May 13 15:50:26 2017	1494715826	0	61	61	61
Sat May 13 15:50:22 2017	1494715822	0	61	61	61
Sat May 13 15:50:27 2017	1494715827	0	61	61	61
Sat May 13 15:50:28 2017	1494715828	0	61	61	61
Sat May 13 15:50:27 2017	1494715827	0	61	61	61
Sat May 13 15:50:30 2017	1494715830	0	61	61	61
Sat May 13 15:50:34 2017	1494715834	0	61	61	61
Sat May 13 15:50:34 2017	1494715834	0	61	61	61
Sat May 13 15:50:48 2017	1494715848	0	61	61	61
Sat May 13 15:50:23 2017	1494715823	0	61	61	61
Sat May 13 15:50:44 2017	1494715844	0	61	61	61
Sat May 13 15:50:43 2017	1494715843	0	61	61	61
Sat May 13 15:50:31 2017	1494715831	0	61	61	61
Sat May 13 15:50:38 2017	1494715838	0	61	61	61
Sat May 13 15:50:20 2017	1494715820	0	61	61	61
Sat May 13 15:50:33 2017	1494715833	0	61	61	61
Sat May 13 15:50:25 2017	1494715825	0	61	61	61
Sat May 13 15:50:49 2017	1494715849	0	61	61	61
Sat May 13 15:50:18 2017	1494715818	0	61	61	61
Sat May 13 15:50:29 2017	1494715829	0	61	61	61
Sat May 13 15:50:31 2017	1494715831	0	61	61	61
Sat May 13 15:50:47 2017	1494715847	0	61	61	61
Sat May 13 15:50:49 2017	1494715849	0	61	61	61
Sat May 13 15:50:40 2017	1494715840	0	61	61	61
Sat May 13 15:50:48 2017	1494715848	0	61	61	61
Sat May 13 15:50:19 2017	1494715819	0	61	61	61
Sat May 13 15:50:29 2017	1494715829	0	61	61	61
Sat May 13 15:50:49 2017	1494715849	0	61	61	61
Sat May 13 15:50:36 2017	1494715836	0	61	61	61
Sat May 13 15:50:27 2017	1494715827	0	61	61	61
Sat May 13 15:50:24 2017	1494715824	0	61	62	61
Sat May 13 15:50:34 2017	1494715834	0	61	62	61
Sat May 13 15:50:43 2017	1494715843	0	61	62	61
Sat May 13 15:50:48 2017	1494715848	0	61	62	61
Sat May 13 15:50:15 2017	1494715815	0	62	62	61
Sat May 13 15:50:20 2017	1494715820	0	62	62	62
Sat May 13 15:50:35 2017	1494715835	0	62	62	62
Sat May 13 15:50:14 2017	1494715814	0	62	62	62
Sat May 13 15:50:38 2017	1494715838	0	62	62	62
Sat May 13 15:50:46 2017	1494715846	0	62	62	62
Sat May 13 15:50:50 2017	1494715850	0	62	62	62
Sat May 13 15:50:47 2017	1494715847	0	62	62	62
Sat May 13 15:50:37 2017	1494715837	0	62	62	62
Sat May 13 15:50:25 2017	1494715825	0	62	62	62
Sat May 13 15:50:42 2017	1494715842	0	62	62	62
Sat May 13 15:50:41 2017	1494715841	0	62	62	62
Sat May 13 15:50:23 2017	1494715823	0	62	62	62
Sat May 13 15:50:45 2017	1494715845	0	62	62	62
Sat May 13 15:50:49 2017	1494715849	0	62	62	62
Sat May 13 15:50:26 2017	1494715826	0	62	62	62
Sat May 13 15:50:49 2017	1494715849	0	62	62	61
Sat May 13 15:50:49 2017	1494715849	0	62	62	62
Sat May 13 15:50:34 2017	1494715834	0	62	62	62
Sat May 13 15:50:16 2017	1494715816	0	62	62	62
Sat May 13 15:50:22 2017	1494715822	0	62	62	62
Sat May 13 15:50:16 2017	1494715816	0	62	62	62
Sat May 13 15:50:26 2017	1494715826	0	62	62	62
Sat May 13 15:50:43 2017	1494715843	0	62	62	62
Sat May 13 15:50:44 2017	1494715844	0	62	62	62
Sat May 13 15:50:35 2017	1494715835	0	62	62	62
Sat May 13 15:50:22 2017	1494715822	0	62	62	62
Sat May 13 15:50:16 2017	1494715816	0	62	62	62
Sat May 13 15:50:31 2017	1494715831	0	62	62	62
Sat May 13 15:50:14 2017	1494715814	0	62	62	62
Sat May 13 15:50:42 2017	1494715842	0	62	62	62
Sat May 13 15:50:35 2017	1494715835	0	62	62	62
Sat May 13 15:50:27 2017	1494715827	0	62	62	62
Sat May 13 15:50:43 2017	1494715843	0	62	62	62
Sat May 13 15:50:48 2017	1494715848	0	62	62	62
Sat May 13 15:50:34 2017	1494715834	0	62	62	62
Sat May 13 15:50:28 2017	1494715828	0	62	62	62
Sat May 13 15:50:18 2017	1494715818	0	62	62	62
Sat May 13 15:50:28 2017	1494715828	0	63	63	62
Sat May 13 15:50:38 2017	1494715838	0	63	63	63
Sat May 13 15:50:15 2017	1494715815	0	63	63	63
Sat May 13 15:50:16 2017	1494715816	0	63	63	63
Sat May 13 15:50:40 2017	1494715840	0	63	63	63
Sat May 13 15:50:19 2017	1494715819	0	63	63	62
Sat May 13 15:50:18 2017	1494715818	0	63	63	63
Sat May 13 15:50:37 2017	1494715837	0	63	63	63
Sat May 13 15:50:20 2017	1494715820	0	63	63	63
Sat May 13 15:50:19 2017	1494715819	0	63	63	63
Sat May 13 15:50:47 2017	1494715847	0	63	63	63
Sat May 13 15:50:25 2017	1494715825	0	63	63	63
Sat May 13 15:50:37 2017	1494715837	0	63	63	63
Sat May 13 15:50:42 2017	1494715842	0	63	63	63
Sat May 13 15:50:19 2017	1494715819	0	63	63	63
Sat May 13 15:50:41 2017	1494715841	0	63	63	63
Sat May 13 15:50:26 2017	1494715826	0	63	63	63
Sat May 13 15:50:37 2017	1494715837	0	63	63	63
Sat May 13 15:50:33 2017	1494715833	0	63	63	63
Sat May 13 15:50:46 2017	1494715846	0	63	63	63
Sat May 13 15:50:36 2017	1494715836	0	63	63	63
Sat May 13 15:50:43 2017	1494715843	0	63	63	63
Sat May 13 15:50:18 2017	1494715818	0	63	63	63
Sat May 13 15:50:50 2017	1494715850	0	63	64	63
Sat May 13 15:50:16 2017	1494715816	0	64	64	63
Sat May 13 15:50:34 2017	1494715834	0	64	64	64
Sat May 13 15:50:36 2017	1494715836	0	64	64	64
Sat May 13 15:50:33 2017	1494715833	0	64	64	64
Sat May 13 15:50:18 2017	1494715818	0	64	64	64
Sat May 13 15:50:35 2017	1494715835	0	64	64	64
Sat May 13 15:50:26 2017	1494715826	0	64	64	64
Sat May 13 15:50:43 2017	1494715843	0	64	64	64
Sat May 13 15:50:35 2017	1494715835	0	64	64	64
Sat May 13 15:50:27 2017	1494715827	0	64	64	64
Sat May 13 15:50:37 2017	1494715837	0	64	64	64
Sat May 13 15:50:45 2017	1494715845	0	64	64	64
Sat May 13 15:50:28 2017	1494715828	0	64	65	64
Sat May 13 15:50:32 2017	1494715832	0	65	65	64
Sat May 13 15:50:39 2017	1494715839	0	65	65	64
Sat May 13 15:50:24 2017	1494715824	0	65	65	64
Sat May 13 15:50:44 2017	1494715844	0	65	65	65
Sat May 13 15:50:46 2017	1494715846	0	65	65	65
Sat May 13 15:50:40 2017	1494715840	0	65	65	65
Sat May 13 15:50:44 2017	1494715844	0	65	65	65
Sat May 13 15:50:36 2017	1494715836	0	65	65	65
Sat May 13 15:50:33 2017	1494715833	0	65	65	65
Sat May 13 15:50:37 2017	1494715837	0	65	65	65
Sat May 13 15:50:37 2017	1494715837	0	65	65	65
Sat May 13 15:50:35 2017	1494715835	0	65	66	65
Sat May 13 15:50:47 2017	1494715847	0	66	66	66
Sat May 13 15:50:49 2017	1494715849	0	66	66	66
Sat May 13 15:50:49 2017	1494715849	0	66	66	66
Sat May 13 15:50:44 2017	1494715844	0	67	67	67
Sat May 13 15:50:30 2017	1494715830	0	67	67	67
Sat May 13 15:50:26 2017	1494715826	0	67	67	67
Sat May 13 15:50:25 2017	1494715825	0	67	67	67
Sat May 13 15:50:48 2017	1494715848	0	67	67	67
Sat May 13 15:50:45 2017	1494715845	0	68	68	68
Sat May 13 15:50:27 2017	1494715827	0	68	68	68
Sat May 13 15:50:47 2017	1494715847	0	68	68	68
Sat May 13 15:50:23 2017	1494715823	0	68	68	68
Sat May 13 15:50:32 2017	1494715832	0	69	69	69
Sat May 13 15:50:38 2017	1494715838	0	69	69	69
Sat May 13 15:50:48 2017	1494715848	0	70	70	69
Sat May 13 15:50:23 2017	1494715823	0	70	70	70
Sat May 13 15:50:14 2017	1494715814	0	70	70	70
Sat May 13 15:50:44 2017	1494715844	0	70	70	70
Sat May 13 15:50:23 2017	1494715823	0	70	70	70
Sat May 13 15:50:40 2017	1494715840	0	71	71	71
Sat May 13 15:50:48 2017	1494715848	0	71	71	71
Sat May 13 15:50:49 2017	1494715849	0	71	71	71
Sat May 13 15:50:29 2017	1494715829	0	72	72	72
Sat May 13 15:50:36 2017	1494715836	0	72	72	72
Sat May 13 15:50:20 2017	1494715820	0	72	72	72
Sat May 13 15:50:26 2017	1494715826	0	72	72	72
Sat May 13 15:50:20 2017	1494715820	0	72	72	72
Sat May 13 15:50:28 2017	1494715828	0	72	72	72
Sat May 13 15:50:26 2017	1494715826	0	73	73	73
Sat May 13 15:50:42 2017	1494715842	0	73	73	73
Sat May 13 15:50:46 2017	1494715846	0	73	73	73
Sat May 13 15:50:44 2017	1494715844	0	73	73	73
Sat May 13 15:50:29 2017	1494715829	0	73	73	73
Sat May 13 15:50:46 2017	1494715846	0	73	73	73
Sat May 13 15:50:19 2017	1494715819	0	73	73	73
Sat May 13 15:50:32 2017	1494715832	0	73	73	73
Sat May 13 15:50:48 2017	1494715848	0	73	73	73
Sat May 13 15:50:18 2017	1494715818	0	73	73	73
Sat May 13 15:50:15 2017	1494715815	0	73	73	73
Sat May 13 15:50:17 2017	1494715817	0	73	73	73
Sat May 13 15:50:35 2017	1494715835	0	73	73	73
Sat May 13 15:50:39 2017	1494715839	0	74	74	74
Sat May 13 15:50:36 2017	1494715836	0	74	74	73
Sat May 13 15:50:35 2017	1494715835	0	74	74	74
Sat May 13 15:50:38 2017	1494715838	0	74	74	74
Sat May 13 15:50:16 2017	1494715816	0	74	74	74
Sat May 13 15:50:26 2017	1494715826	0	74	74	74
Sat May 13 15:50:27 2017	1494715827	0	74	74	74
Sat May 13 15:50:39 2017	1494715839	0	74	74	74
Sat May 13 15:50:44 2017	1494715844	0	74	74	74
Sat May 13 15:50:16 2017	1494715816	0	74	74	74
Sat May 13 15:50:39 2017	1494715839	0	74	74	74
Sat May 13 15:50:23 2017	1494715823	0	74	74	74
Sat May 13 15:50:34 2017	1494715834	0	74	74	74
Sat May 13 15:50:33 2017	1494715833	0	74	74	74
Sat May 13 15:50:43 2017	1494715843	0	74	74	74
Sat May 13 15:50:40 2017	1494715840	0	74	74	74
Sat May 13 15:50:46 2017	1494715846	0	74	74	74
Sat May 13 15:50:33 2017	1494715833	0	74	74	74
Sat May 13 15:50:45 2017	1494715845	0	75	75	75
Sat May 13 15:50:42 2017	1494715842	0	75	75	75
Sat May 13 15:50:39 2017	1494715839	0	75	75	75
Sat May 13 15:50:40 2017	1494715840	0	75	75	75
Sat May 13 15:50:38 2017	1494715838	0	75	75	75
Sat May 13 15:50:45 2017	1494715845	0	75	75	75
Sat May 13 15:50:27 2017	1494715827	0	75	76	75
Sat May 13 15:50:17 2017	1494715817	0	75	76	75
Sat May 13 15:50:16 2017	1494715816	0	76	76	75
Sat May 13 15:50:21 2017	1494715821	0	76	76	76
Sat May 13 15:50:38 2017	1494715838	0	76	76	76
Sat May 13 15:50:40 2017	1494715840	0	76	76	76
Sat May 13 15:50:24 2017	1494715824	0	76	76	76
Sat May 13 15:50:36 2017	1494715836	0	76	76	76
Sat May 13 15:50:31 2017	1494715831	0	76	76	76
Sat May 13 15:50:22 2017	1494715822	0	76	76	76
Sat May 13 15:50:30 2017	1494715830	0	76	76	76
Sat May 13 15:50:28 2017	1494715828	0	76	76	76
Sat May 13 15:50:16 2017	1494715816	0	76	76	76
Sat May 13 15:50:35 2017	1494715835	0	76	76	76
Sat May 13 15:50:37 2017	1494715837	0	76	76	76
Sat May 13 15:50:50 2017	1494715850	0	77	77	77
Sat May 13 15:50:28 2017	1494715828	0	77	77	77
Sat May 13 15:50:14 2017	1494715814	0	77	77	77
Sat May 13 15:50:18 2017	1494715818	0	77	77	77
Sat May 13 15:50:29 2017	1494715829	0	77	77	77
Sat May 13 15:50:48 2017	1494715848	0	77	77	77
Sat May 13 15:50:31 2017	1494715831	0	77	77	77
Sat May 13 15:50:27 2017	1494715827	0	77	77	77
Sat May 13 15:50:15 2017	1494715815	0	77	77	77
Sat May 13 15:50:49 2017	1494715849	0	77	78	77
Sat May 13 15:50:36 2017	1494715836	0	77	78	77
Sat May 13 15:50:45 2017	1494715845	0	78	78	78
Sat May 13 15:50:25 2017	1494715825	0	78	78	78
Sat May 13 15:50:30 2017	1494715830	0	78	78	78
Sat May 13 15:50:23 2017	1494715823	0	78	78	78
Sat May 13 15:50:30 2017	1494715830	0	78	78	78
Sat May 13 15:50:15 2017	1494715815	0	78	78	78
Sat May 13 15:50:32 2017	1494715832	0	78	79	78
Sat May 13 15:50:15 2017	1494715815	0	79	79	78
Sat May 13 15:50:42 2017	1494715842	0	79	79	79
Sat May 13 15:50:17 2017	1494715817	0	79	79	79
Sat May 13 15:50:21 2017	1494715821	0	79	79	79
Sat May 13 15:50:45 2017	1494715845	0	80	80	80
Sat May 13 15:50:33 2017	1494715833	0	80	80	80
Sat May 13 15:50:50 2017	1494715850	0	80	80	80
Sat May 13 15:50:14 2017	1494715814	0	80	80	80
Sat May 13 15:50:27 2017	1494715827	0	80	80	80
Sat May 13 15:50:21 2017	1494715821	0	80	80	80
Sat May 13 15:50:26 2017	1494715826	0	81	81	81
Sat May 13 15:50:22 2017	1494715822	0	81	81	81
Sat May 13 15:50:33 2017	1494715833	0	81	81	81
Sat May 13 15:50:46 2017	1494715846	0	82	82	81
Sat May 13 15:50:17 2017	1494715817	0	82	82	82
Sat May 13 15:50:17 2017	1494715817	0	82	82	82
Sat May 13 15:50:21 2017	1494715821	0	83	83	83
Sat May 13 15:50:25 2017	1494715825	0	83	83	83
Sat May 13 15:50:17 2017	1494715817	0	83	83	83
Sat May 13 15:50:36 2017	1494715836	0	83	83	83
Sat May 13 15:50:30 2017	1494715830	0	84	84	84
Sat May 13 15:50:30 2017	1494715830	0	84	84	84
Sat May 13 15:50:14 2017	1494715814	0	85	85	84
Sat May 13 15:50:17 2017	1494715817	0	85	85	85
Sat May 13 15:50:27 2017	1494715827	0	85	85	85
Sat May 13 15:50:47 2017	1494715847	0	86	86	86
Sat May 13 15:50:48 2017	1494715848	0	86	86	86
Sat May 13 15:50:30 2017	1494715830	0	86	86	86
Sat May 13 15:50:17 2017	1494715817	0	86	86	86
Sat May 13 15:50:38 2017	1494715838	0	87	87	86
Sat May 13 15:50:34 2017	1494715834	0	87	87	87
Sat May 13 15:50:30 2017	1494715830	0	88	88	87
Sat May 13 15:50:44 2017	1494715844	0	88	88	88
Sat May 13 15:50:27 2017	1494715827	0	88	88	88
Sat May 13 15:50:31 2017	1494715831	0	88	88	88
Sat May 13 15:50:34 2017	1494715834	0	88	88	88
Sat May 13 15:50:22 2017	1494715822	0	88	88	88
Sat May 13 15:50:39 2017	1494715839	0	89	89	89
Sat May 13 15:50:35 2017	1494715835	0	89	89	89
Sat May 13 15:50:32 2017	1494715832	0	89	89	89
Sat May 13 15:50:48 2017	1494715848	0	89	89	89
Sat May 13 15:50:46 2017	1494715846	0	89	89	89
Sat May 13 15:50:32 2017	1494715832	0	89	89	89
Sat May 13 15:50:30 2017	1494715830	0	89	89	89
Sat May 13 15:50:18 2017	1494715818	0	90	90	90
Sat May 13 15:50:26 2017	1494715826	0	90	90	90
Sat May 13 15:50:23 2017	1494715823	0	90	90	90
Sat May 13 15:50:39 2017	1494715839	0	90	90	90
Sat May 13 15:50:38 2017	1494715838	0	90	90	90
Sat May 13 15:50:39 2017	1494715839	0	90	90	90
Sat May 13 15:50:35 2017	1494715835	0	91	91	91
Sat May 13 15:50:36 2017	1494715836	0	91	91	91
Sat May 13 15:50:32 2017	1494715832	0	92	92	92
Sat May 13 15:50:31 2017	1494715831	0	92	92	92
Sat May 13 15:50:18 2017	1494715818	0	92	92	92
Sat May 13 15:50:27 2017	1494715827	0	92	92	92
Sat May 13 15:50:44 2017	1494715844	0	92	92	92
Sat May 13 15:50:27 2017	1494715827	0	92	92	92
Sat May 13 15:50:41 2017	1494715841	0	93	93	93
Sat May 13 15:50:36 2017	1494715836	0	93	93	93
Sat May 13 15:50:43 2017	1494715843	0	93	93	93
Sat May 13 15:50:42 2017	1494715842	0	93	93	93
Sat May 13 15:50:40 2017	1494715840	0	93	93	93
Sat May 13 15:50:22 2017	1494715822	0	93	93	93
Sat May 13 15:50:36 2017	1494715836	0	93	93	93
Sat May 13 15:50:41 2017	1494715841	0	93	93	93
Sat May 13 15:50:45 2017	1494715845	0	93	93	93
Sat May 13 15:50:30 2017	1494715830	0	93	93	93
Sat May 13 15:50:45 2017	1494715845	0	94	94	93
Sat May 13 15:50:30 2017	1494715830	0	94	94	93
Sat May 13 15:50:30 2017	1494715830	0	94	94	93
Sat May 13 15:50:35 2017	1494715835	0	94	94	94
Sat May 13 15:50:50 2017	1494715850	0	94	94	94
Sat May 13 15:50:31 2017	1494715831	0	94	94	94
Sat May 13 15:50:20 2017	1494715820	0	94	94	94
Sat May 13 15:50:24 2017	1494715824	0	94	94	94
Sat May 13 15:50:25 2017	1494715825	0	94	94	94
Sat May 13 15:50:29 2017	1494715829	0	94	94	94
Sat May 13 15:50:22 2017	1494715822	0	94	94	94
Sat May 13 15:50:40 2017	1494715840	0	94	94	94
Sat May 13 15:50:18 2017	1494715818	0	94	94	94
Sat May 13 15:50:49 2017	1494715849	0	95	95	95
Sat May 13 15:50:41 2017	1494715841	0	95	95	95
Sat May 13 15:50:21 2017	1494715821	0	95	95	95
Sat May 13 15:50:25 2017	1494715825	0	95	95	95
Sat May 13 15:50:33 2017	1494715833	0	95	95	95
Sat May 13 15:50:49 2017	1494715849	0	95	95	95
Sat May 13 15:50:23 2017	1494715823	0	95	95	95
Sat May 13 15:50:23 2017	1494715823	0	95	95	95
Sat May 13 15:50:17 2017	1494715817	0	95	95	95
Sat May 13 15:50:48 2017	1494715848	0	95	95	95
Sat May 13 15:50:48 2017	1494715848	0	96	96	95
Sat May 13 15:50:37 2017	1494715837	0	96	96	95
Sat May 13 15:50:47 2017	1494715847	0	96	96	96
Sat May 13 15:50:23 2017	1494715823	0	96	96	96
Sat May 13 15:50:43 2017	1494715843	0	96	96	96
Sat May 13 15:50:50 2017	1494715850	0	96	96	96
Sat May 13 15:50:21 2017	1494715821	0	96	96	96
Sat May 13 15:50:26 2017	1494715826	0	96	96	96
Sat May 13 15:50:44 2017	1494715844	0	96	96	96
Sat May 13 15:50:37 2017	1494715837	0	96	96	96
Sat May 13 15:50:41 2017	1494715841	0	96	96	96
Sat May 13 15:50:25 2017	1494715825	0	96	96	96
Sat May 13 15:50:42 2017	1494715842	0	96	96	96
Sat May 13 15:50:36 2017	1494715836	0	96	96	96
Sat May 13 15:50:48 2017	1494715848	0	96	96	96
Sat May 13 15:50:43 2017	1494715843	0	96	96	96
Sat May 13 15:50:46 2017	1494715846	0	96	96	96
Sat May 13 15:50:50 2017	1494715850	0	96	96	96
Sat May 13 15:50:26 2017	1494715826	0	96	96	96
Sat May 13 15:50:38 2017	1494715838	0	96	96	96
Sat May 13 15:50:34 2017	1494715834	0	97	97	96
Sat May 13 15:50:36 2017	1494715836	0	97	97	97
Sat May 13 15:50:27 2017	1494715827	0	97	97	97
Sat May 13 15:50:14 2017	1494715814	0	97	97	97
Sat May 13 15:50:19 2017	1494715819	0	97	97	97
Sat May 13 15:50:37 2017	1494715837	0	97	97	97
Sat May 13 15:50:21 2017	1494715821	0	97	97	97
Sat May 13 15:50:45 2017	1494715845	0	97	97	97
Sat May 13 15:50:27 2017	1494715827	0	97	97	97
Sat May 13 15:50:23 2017	1494715823	0	97	97	97
Sat May 13 15:50:35 2017	1494715835	0	97	97	97
Sat May 13 15:50:49 2017	1494715849	0	97	97	97
Sat May 13 15:50:20 2017	1494715820	0	97	97	97
Sat May 13 15:50:25 2017	1494715825	0	97	98	97
Sat May 13 15:50:32 2017	1494715832	0	98	98	98
Sat May 13 15:50:28 2017	1494715828	0	98	98	98
Sat May 13 15:50:40 2017	1494715840	0	98	98	98
Sat May 13 15:50:45 2017	1494715845	0	98	98	98
Sat May 13 15:50:36 2017	1494715836	0	98	98	98
Sat May 13 15:50:42 2017	1494715842	0	98	98	98
Sat May 13 15:50:43 2017	1494715843	0	98	98	98
Sat May 13 15:50:41 2017	1494715841	0	98	98	98
Sat May 13 15:50:43 2017	1494715843	0	98	98	98
Sat May 13 15:50:42 2017	1494715842	0	98	98	98
Sat May 13 15:50:28 2017	1494715828	0	98	98	98
Sat May 13 15:50:35 2017	1494715835	0	98	98	98
Sat May 13 15:50:26 2017	1494715826	0	98	98	98
Sat May 13 15:50:20 2017	1494715820	0	98	98	98
Sat May 13 15:50:26 2017	1494715826	0	98	98	98
Sat May 13 15:50:47 2017	1494715847	0	98	98	98
Sat May 13 15:50:31 2017	1494715831	0	98	99	98
Sat May 13 15:50:49 2017	1494715849	0	99	99	98
Sat May 13 15:50:28 2017	1494715828	0	99	99	98
Sat May 13 15:50:18 2017	1494715818	0	99	99	99
Sat May 13 15:50:34 2017	1494715834	0	99	99	99
Sat May 13 15:50:18 2017	1494715818	0	99	99	99
Sat May 13 15:50:22 2017	1494715822	0	99	99	99
Sat May 13 15:50:37 2017	1494715837	0	99	99	99
Sat May 13 15:50:28 2017	1494715828	0	99	99	99
Sat May 13 15:50:47 2017	1494715847	0	99	99	99
Sat May 13 15:50:32 2017	1494715832	0	99	99	99
Sat May 13 15:50:37 2017	1494715837	0	99	99	99
Sat May 13 15:50:22 2017	1494715822	0	99	99	99
Sat May 13 15:50:40 2017	1494715840	0	99	99	99
Sat May 13 15:50:26 2017	1494715826	0	99	99	99
Sat May 13 15:50:47 2017	1494715847	0	99	99	99
Sat May 13 15:50:46 2017	1494715846	0	99	99	99
Sat May 13 15:50:34 2017	1494715834	0	99	99	99
Sat May 13 15:50:42 2017	1494715842	0	99	99	99
Sat May 13 15:50:20 2017	1494715820	0	99	99	99
Sat May 13 15:50:25 2017	1494715825	0	99	99	99
Sat May 13 15:50:32 2017	1494715832	0	100	100	99
Sat May 13 15:50:45 2017	1494715845	0	100	100	100
Sat May 13 15:50:14 2017	1494715814	0	100	100	100
Sat May 13 15:50:35 2017	1494715835	0	100	100	100
Sat May 13 15:50:38 2017	1494715838	0	100	100	100
Sat May 13 15:50:45 2017	1494715845	0	100	100	100
Sat May 13 15:50:15 2017	1494715815	0	100	100	100
Sat May 13 15:50:33 2017	1494715833	0	100	100	100
Sat May 13 15:50:31 2017	1494715831	0	100	100	100
Sat May 13 15:50:47 2017	1494715847	0	100	100	100
Sat May 13 15:50:40 2017	1494715840	0	100	100	100
Sat May 13 15:50:20 2017	1494715820	0	100	100	100
Sat May 13 15:50:27 2017	1494715827	0	101	101	100
Sat May 13 15:50:20 2017	1494715820	0	101	101	101
Sat May 13 15:50:15 2017	1494715815	0	101	101	100
Sat May 13 15:50:35 2017	1494715835	0	101	101	101
Sat May 13 15:50:41 2017	1494715841	0	101	101	101
Sat May 13 15:50:44 2017	1494715844	0	101	101	101
Sat May 13 15:50:18 2017	1494715818	0	101	101	100
Sat May 13 15:50:41 2017	1494715841	0	101	101	101
Sat May 13 15:50:25 2017	1494715825	0	101	101	101
Sat May 13 15:50:19 2017	1494715819	0	101	101	101
Sat May 13 15:50:24 2017	1494715824	0	101	101	101
Sat May 13 15:50:41 2017	1494715841	0	101	101	101
Sat May 13 15:50:19 2017	1494715819	0	101	101	101
Sat May 13 15:50:47 2017	1494715847	0	101	101	101
Sat May 13 15:50:34 2017	1494715834	0	101	101	101
Sat May 13 15:50:20 2017	1494715820	0	101	101	101
Sat May 13 15:50:17 2017	1494715817	0	101	101	101
Sat May 13 15:50:41 2017	1494715841	0	101	101	101
Sat May 13 15:50:43 2017	1494715843	0	101	101	101
Sat May 13 15:50:47 2017	1494715847	0	101	102	101
Sat May 13 15:50:16 2017	1494715816	0	102	102	102
Sat May 13 15:50:25 2017	1494715825	0	102	102	102
Sat May 13 15:50:28 2017	1494715828	0	102	102	102
Sat May 13 15:50:28 2017	1494715828	0	102	102	102
Sat May 13 15:50:18 2017	1494715818	0	102	102	102
Sat May 13 15:50:27 2017	1494715827	0	102	102	102
Sat May 13 15:50:46 2017	1494715846	0	102	102	102
Sat May 13 15:50:39 2017	1494715839	0	102	102	102
Sat May 13 15:50:21 2017	1494715821	0	102	102	102
Sat May 13 15:50:37 2017	1494715837	0	102	102	102
Sat May 13 15:50:27 2017	1494715827	0	103	103	103
Sat May 13 15:50:22 2017	1494715822	0	103	103	103
Sat May 13 15:50:32 2017	1494715832	0	103	103	103
Sat May 13 15:50:22 2017	1494715822	0	103	103	103
Sat May 13 15:50:19 2017	1494715819	0	103	104	103
Sat May 13 15:50:33 2017	1494715833	0	104	104	103
Sat May 13 15:50:18 2017	1494715818	0	104	104	103
Sat May 13 15:50:39 2017	1494715839	0	104	104	104
Sat May 13 15:50:22 2017	1494715822	0	104	104	104
Sat May 13 15:50:33 2017	1494715833	0	104	104	104
Sat May 13 15:50:23 2017	1494715823	0	104	104	104
Sat May 13 15:50:16 2017	1494715816	0	104	104	104
Sat May 13 15:50:15 2017	1494715815	0	104	104	104
Sat May 13 15:50:21 2017	1494715821	0	104	104	104
Sat May 13 15:50:37 2017	1494715837	0	104	104	104
Sat May 13 15:50:26 2017	1494715826	0	104	104	104
Sat May 13 15:50:48 2017	1494715848	0	104	104	104
Sat May 13 15:50:22 2017	1494715822	0	104	104	104
Sat May 13 15:50:25 2017	1494715825	0	104	104	104
Sat May 13 15:50:16 2017	1494715816	0	105	105	104
Sat May 13 15:50:40 2017	1494715840	0	105	105	105
Sat May 13 15:50:38 2017	1494715838	0	105	105	105
Sat May 13 15:50:42 2017	1494715842	0	105	105	105
Sat May 13 15:50:17 2017	1494715817	0	105	105	105
Sat May 13 15:50:21 2017	1494715821	0	105	105	105
Sat May 13 15:50:14 2017	1494715814	0	105	105	105
Sat May 13 15:50:21 2017	1494715821	0	105	105	105
Sat May 13 15:50:39 2017	1494715839	0	105	105	105
Sat May 13 15:50:47 2017	1494715847	0	105	105	105
Sat May 13 15:50:21 2017	1494715821	0	105	105	105
Sat May 13 15:50:19 2017	1494715819	0	106	106	106
Sat May 13 15:50:32 2017	1494715832	0	106	106	106
Sat May 13 15:50:42 2017	1494715842	0	106	106	106
Sat May 13 15:50:33 2017	1494715833	0	106	106	106
Sat May 13 15:50:25 2017	1494715825	0	106	106	106
Sat May 13 15:50:46 2017	1494715846	0	106	106	106
Sat May 13 15:50:36 2017	1494715836	0	107	107	106
Sat May 13 15:50:17 2017	1494715817	0	107	107	107
Sat May 13 15:50:41 2017	1494715841	0	107	107	107
Sat May 13 15:50:45 2017	1494715845	0	107	107	107
Sat May 13 15:50:17 2017	1494715817	0	107	107	107
Sat May 13 15:50:47 2017	1494715847	0	108	108	108
Sat May 13 15:50:36 2017	1494715836	0	108	108	108
